,preview_url,external_urls,href,name,id,artists,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,error
10,,{'spotify': 'https://open.spotify.com/track/2HVr1GSSrPWENqB9UcPZtK'},https://api.spotify.com/v1/tracks/2HVr1GSSrPWENqB9UcPZtK,Stronger,2HVr1GSSrPWENqB9UcPZtK,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x'}, 'href': 'https://api.spotify.com/v1/artists/5K4W6rqBFWDnAN6FQUkS6x', 'id': '5K4W6rqBFWDnAN6FQUkS6x', 'name': 'Kanye West', 'type': 'artist', 'uri': 'spotify:artist:5K4W6rqBFWDnAN6FQUkS6x'}]",0.617,0.716,1,-7.858,1,0.136,0.0056,0,0.408,0.496,104.014,audio_features,2HVr1GSSrPWENqB9UcPZtK,spotify:track:2HVr1GSSrPWENqB9UcPZtK,https://api.spotify.com/v1/tracks/2HVr1GSSrPWENqB9UcPZtK,https://api.spotify.com/v1/audio-analysis/2HVr1GSSrPWENqB9UcPZtK,311867,4,
11,,{'spotify': 'https://open.spotify.com/track/13Lo5VWNLncNBVK3xCJTvJ'},https://api.spotify.com/v1/tracks/13Lo5VWNLncNBVK3xCJTvJ,Flashing Lights,13Lo5VWNLncNBVK3xCJTvJ,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x'}, 'href': 'https://api.spotify.com/v1/artists/5K4W6rqBFWDnAN6FQUkS6x', 'id': '5K4W6rqBFWDnAN6FQUkS6x', 'name': 'Kanye West', 'type': 'artist', 'uri': 'spotify:artist:5K4W6rqBFWDnAN6FQUkS6x'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/7u6LfVyYpEzMpHLL7jTyvU'}, 'href': 'https://api.spotify.com/v1/artists/7u6LfVyYpEzMpHLL7jTyvU', 'id': '7u6LfVyYpEzMpHLL7jTyvU', 'name': 'Dwele', 'type': 'artist', 'uri': 'spotify:artist:7u6LfVyYpEzMpHLL7jTyvU'}]",0.639,0.628,6,-7.578,0,0.0398,0.0381,0,0.386,0.43,90.482,audio_features,13Lo5VWNLncNBVK3xCJTvJ,spotify:track:13Lo5VWNLncNBVK3xCJTvJ,https://api.spotify.com/v1/tracks/13Lo5VWNLncNBVK3xCJTvJ,https://api.spotify.com/v1/audio-analysis/13Lo5VWNLncNBVK3xCJTvJ,237507,4,
12,,{'spotify': 'https://open.spotify.com/track/62cnlJ7kDMSm2B4bj4o9Oz'},https://api.spotify.com/v1/tracks/62cnlJ7kDMSm2B4bj4o9Oz,I Wonder,62cnlJ7kDMSm2B4bj4o9Oz,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x'}, 'href': 'https://api.spotify.com/v1/artists/5K4W6rqBFWDnAN6FQUkS6x', 'id': '5K4W6rqBFWDnAN6FQUkS6x', 'name': 'Kanye West', 'type': 'artist', 'uri': 'spotify:artist:5K4W6rqBFWDnAN6FQUkS6x'}]",0.542,0.466,0,-8.668,1,0.0824,0.141,0.000444,0.125,0.127,191.386,audio_features,62cnlJ7kDMSm2B4bj4o9Oz,spotify:track:62cnlJ7kDMSm2B4bj4o9Oz,https://api.spotify.com/v1/tracks/62cnlJ7kDMSm2B4bj4o9Oz,https://api.spotify.com/v1/audio-analysis/62cnlJ7kDMSm2B4bj4o9Oz,243440,4,
13,,{'spotify': 'https://open.spotify.com/track/4EWCNWgDS8707fNSZ1oaA5'},https://api.spotify.com/v1/tracks/4EWCNWgDS8707fNSZ1oaA5,Heartless,4EWCNWgDS8707fNSZ1oaA5,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x'}, 'href': 'https://api.spotify.com/v1/artists/5K4W6rqBFWDnAN6FQUkS6x', 'id': '5K4W6rqBFWDnAN6FQUkS6x', 'name': 'Kanye West', 'type': 'artist', 'uri': 'spotify:artist:5K4W6rqBFWDnAN6FQUkS6x'}]",0.79,0.647,10,-5.983,0,0.136,0.0515,0,0.248,0.654,87.999,audio_features,4EWCNWgDS8707fNSZ1oaA5,spotify:track:4EWCNWgDS8707fNSZ1oaA5,https://api.spotify.com/v1/tracks/4EWCNWgDS8707fNSZ1oaA5,https://api.spotify.com/v1/audio-analysis/4EWCNWgDS8707fNSZ1oaA5,211000,4,
14,,{'spotify': 'https://open.spotify.com/track/0w2piYWj1F2bzUftzGJgK9'},https://api.spotify.com/v1/tracks/0w2piYWj1F2bzUftzGJgK9,Paranoid,0w2piYWj1F2bzUftzGJgK9,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x'}, 'href': 'https://api.spotify.com/v1/artists/5K4W6rqBFWDnAN6FQUkS6x', 'id': '5K4W6rqBFWDnAN6FQUkS6x', 'name': 'Kanye West', 'type': 'artist', 'uri': 'spotify:artist:5K4W6rqBFWDnAN6FQUkS6x'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/1zV9UjTUevjp5VUddqIUUn'}, 'href': 'https://api.spotify.com/v1/artists/1zV9UjTUevjp5VUddqIUUn', 'id': '1zV9UjTUevjp5VUddqIUUn', 'name': 'Mr Hudson', 'type': 'artist', 'uri': 'spotify:artist:1zV9UjTUevjp5VUddqIUUn'}]",0.587,0.611,6,-7.408,1,0.106,0.114,9.83e-05,0.0765,0.464,114.991,audio_features,0w2piYWj1F2bzUftzGJgK9,spotify:track:0w2piYWj1F2bzUftzGJgK9,https://api.spotify.com/v1/tracks/0w2piYWj1F2bzUftzGJgK9,https://api.spotify.com/v1/audio-analysis/0w2piYWj1F2bzUftzGJgK9,277907,4,
15,,{'spotify': 'https://open.spotify.com/track/6j8gTlbhj9KJSeypNcNAS9'},https://api.spotify.com/v1/tracks/6j8gTlbhj9KJSeypNcNAS9,Street Lights,6j8gTlbhj9KJSeypNcNAS9,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/5K4W6rqBFWDnAN6FQUkS6x'}, 'href': 'https://api.spotify.com/v1/artists/5K4W6rqBFWDnAN6FQUkS6x', 'id': '5K4W6rqBFWDnAN6FQUkS6x', 'name': 'Kanye West', 'type': 'artist', 'uri': 'spotify:artist:5K4W6rqBFWDnAN6FQUkS6x'}]",0.644,0.487,6,-9.654,1,0.034,0.0287,0.0166,0.206,0.467,125.528,audio_features,6j8gTlbhj9KJSeypNcNAS9,spotify:track:6j8gTlbhj9KJSeypNcNAS9,https://api.spotify.com/v1/tracks/6j8gTlbhj9KJSeypNcNAS9,https://api.spotify.com/v1/audio-analysis/6j8gTlbhj9KJSeypNcNAS9,189907,4,
16,,{'spotify': 'https://open.spotify.com/track/3yk7PJnryiJ8mAPqsrujzf'},https://api.spotify.com/v1/tracks/3yk7PJnryiJ8mAPqsrujzf,Location,3yk7PJnryiJ8mAPqsrujzf,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/699OTQXzgjhIYAHMy9RyPD'}, 'href': 'https://api.spotify.com/v1/artists/699OTQXzgjhIYAHMy9RyPD', 'id': '699OTQXzgjhIYAHMy9RyPD', 'name': 'Playboi Carti', 'type': 'artist', 'uri': 'spotify:artist:699OTQXzgjhIYAHMy9RyPD'}]",0.717,0.79,11,-4.213,1,0.2,0.33,0.000125,0.518,0.371,125.985,audio_features,3yk7PJnryiJ8mAPqsrujzf,spotify:track:3yk7PJnryiJ8mAPqsrujzf,https://api.spotify.com/v1/tracks/3yk7PJnryiJ8mAPqsrujzf,https://api.spotify.com/v1/audio-analysis/3yk7PJnryiJ8mAPqsrujzf,168784,4,
17,,{'spotify': 'https://open.spotify.com/track/30sc425JEvj3tgmGAKORea'},https://api.spotify.com/v1/tracks/30sc425JEvj3tgmGAKORea,New Choppa,30sc425JEvj3tgmGAKORea,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/699OTQXzgjhIYAHMy9RyPD'}, 'href': 'https://api.spotify.com/v1/artists/699OTQXzgjhIYAHMy9RyPD', 'id': '699OTQXzgjhIYAHMy9RyPD', 'name': 'Playboi Carti', 'type': 'artist', 'uri': 'spotify:artist:699OTQXzgjhIYAHMy9RyPD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/13ubrt8QOOCPljQ2FL1Kca'}, 'href': 'https://api.spotify.com/v1/artists/13ubrt8QOOCPljQ2FL1Kca', 'id': '13ubrt8QOOCPljQ2FL1Kca', 'name': 'A$AP Rocky', 'type': 'artist', 'uri': 'spotify:artist:13ubrt8QOOCPljQ2FL1Kca'}]",0.773,0.605,0,-4.223,0,0.0579,0.174,0,0.329,0.425,128.16,audio_features,30sc425JEvj3tgmGAKORea,spotify:track:30sc425JEvj3tgmGAKORea,https://api.spotify.com/v1/tracks/30sc425JEvj3tgmGAKORea,https://api.spotify.com/v1/audio-analysis/30sc425JEvj3tgmGAKORea,126043,4,
18,,{'spotify': 'https://open.spotify.com/track/1xUQwXDDKW79z7GRUt2vMW'},https://api.spotify.com/v1/tracks/1xUQwXDDKW79z7GRUt2vMW,Lame Niggaz,1xUQwXDDKW79z7GRUt2vMW,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/699OTQXzgjhIYAHMy9RyPD'}, 'href': 'https://api.spotify.com/v1/artists/699OTQXzgjhIYAHMy9RyPD', 'id': '699OTQXzgjhIYAHMy9RyPD', 'name': 'Playboi Carti', 'type': 'artist', 'uri': 'spotify:artist:699OTQXzgjhIYAHMy9RyPD'}]",0.9,0.488,5,-6.371,0,0.274,0.0315,0,0.101,0.676,83.498,audio_features,1xUQwXDDKW79z7GRUt2vMW,spotify:track:1xUQwXDDKW79z7GRUt2vMW,https://api.spotify.com/v1/tracks/1xUQwXDDKW79z7GRUt2vMW,https://api.spotify.com/v1/audio-analysis/1xUQwXDDKW79z7GRUt2vMW,173683,4,
19,,{'spotify': 'https://open.spotify.com/track/2xyBvir9n474qfsOkxXMgx'},https://api.spotify.com/v1/tracks/2xyBvir9n474qfsOkxXMgx,Flex,2xyBvir9n474qfsOkxXMgx,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/699OTQXzgjhIYAHMy9RyPD'}, 'href': 'https://api.spotify.com/v1/artists/699OTQXzgjhIYAHMy9RyPD', 'id': '699OTQXzgjhIYAHMy9RyPD', 'name': 'Playboi Carti', 'type': 'artist', 'uri': 'spotify:artist:699OTQXzgjhIYAHMy9RyPD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/5YZ5AExR68U3ZblH6HcO6B'}, 'href': 'https://api.spotify.com/v1/artists/5YZ5AExR68U3ZblH6HcO6B', 'id': '5YZ5AExR68U3ZblH6HcO6B', 'name': 'Leven Kali', 'type': 'artist', 'uri': 'spotify:artist:5YZ5AExR68U3ZblH6HcO6B'}]",0.75,0.596,0,-5.569,0,0.282,0.478,0,0.166,0.27,130.104,audio_features,2xyBvir9n474qfsOkxXMgx,spotify:track:2xyBvir9n474qfsOkxXMgx,https://api.spotify.com/v1/tracks/2xyBvir9n474qfsOkxXMgx,https://api.spotify.com/v1/audio-analysis/2xyBvir9n474qfsOkxXMgx,240460,4,
20,,{'spotify': 'https://open.spotify.com/track/3K6U7TamNyVSWcFH8pCQHX'},https://api.spotify.com/v1/tracks/3K6U7TamNyVSWcFH8pCQHX,Love Hurts (feat. Travis Scott),3K6U7TamNyVSWcFH8pCQHX,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/699OTQXzgjhIYAHMy9RyPD'}, 'href': 'https://api.spotify.com/v1/artists/699OTQXzgjhIYAHMy9RyPD', 'id': '699OTQXzgjhIYAHMy9RyPD', 'name': 'Playboi Carti', 'type': 'artist', 'uri': 'spotify:artist:699OTQXzgjhIYAHMy9RyPD'}, {'external_urls': {'spotify': 'https://open.spotify.com/artist/0Y5tJX1MQlPlqiwlOH1tJY'}, 'href': 'https://api.spotify.com/v1/artists/0Y5tJX1MQlPlqiwlOH1tJY', 'id': '0Y5tJX1MQlPlqiwlOH1tJY', 'name': 'Travis Scott', 'type': 'artist', 'uri': 'spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY'}]",0.724,0.45,4,-5.763,0,0.0497,0.0315,1.42e-05,0.111,0.464,140.978,audio_features,3K6U7TamNyVSWcFH8pCQHX,spotify:track:3K6U7TamNyVSWcFH8pCQHX,https://api.spotify.com/v1/tracks/3K6U7TamNyVSWcFH8pCQHX,https://api.spotify.com/v1/audio-analysis/3K6U7TamNyVSWcFH8pCQHX,180560,4,
21,,{'spotify': 'https://open.spotify.com/track/500l6Cwe40hkPqS7Sf7ufY'},https://api.spotify.com/v1/tracks/500l6Cwe40hkPqS7Sf7ufY,Foreign,500l6Cwe40hkPqS7Sf7ufY,"[{'external_urls': {'spotify': 'https://open.spotify.com/artist/699OTQXzgjhIYAHMy9RyPD'}, 'href': 'https://api.spotify.com/v1/artists/699OTQXzgjhIYAHMy9RyPD', 'id': '699OTQXzgjhIYAHMy9RyPD', 'name': 'Playboi Carti', 'type': 'artist', 'uri': 'spotify:artist:699OTQXzgjhIYAHMy9RyPD'}]",0.762,0.705,6,-5.195,0,0.164,0.0906,0,0.17,0.264,122.955,audio_features,500l6Cwe40hkPqS7Sf7ufY,spotify:track:500l6Cwe40hkPqS7Sf7ufY,https://api.spotify.com/v1/tracks/500l6Cwe40hkPqS7Sf7ufY,https://api.spotify.com/v1/audio-analysis/500l6Cwe40hkPqS7Sf7ufY,142893,4,
